,txt,score
0,"*SAMSUNG na którego czekałem*<br/>
<br/>
To już kolejny telewizor firmy Samsung który zagościł w moim domu. Niesamowita jakość obrazu przykuła mój wzrok w momencie wejścia do sklepu, gdy dodamy do tego świetne 60 watowe głośniki robi się w domu małe kino! Największymi zaletami tego telewizora w mojej opinii to właśnie obraz który dzięki swojej 120hz matrycy pozwala na bardzo komfortowe oglądanie wszystkich gatunków filmów, dźwięk jest bardzo przestrzenny dzięki czemu można bardziej wczuć się w oglądany film! Złącze hdmi 2.1 pozwala na wykorzystanie w stu procentach podpiętej do niego konsoli. Neo Qled zrobił na mnie wrażenie od pierwszego wejrzenia.Szybkość działania tv i jego menu jest zdecydowanie na plus – poruszanie się po menu jest rewelacyjne . Mini ledy biją konkurencję w wyższym przedziale cenowym z wykorzystaniem technologii Oled. Kolory, ostrość obrazu w 4K, kontrast, czerń, jasność są rewelacyjne.Tv ma super obraz zarówno w jasnym jak i ciemnym pomieszczeniu.Sprzęt godny polecenia!!! #AkcjaKorzyscWkazdymCalu.",5/5
0,"#AkcjaKorzyscWkazdymCalu <br/>
Jestem bardzo zadowolony z zakupu telewizora Neo QLED Samsunga. W jasnym salonie telewizor sprawdza się świetnie, fajne kolory patrząc na wprost jak i pod dużym kątem, jasność ekranu i rewelacyjny dźwięk z 60W głośników. Smart TV i wszystkie funkcje, które dopiero poznaję robią bardzo dobre wrażenie i w mojej ocenie są dosyć łatwe do opanowania i zabawa nimi daje dużo frajdy. Telewizor jak na mój gust bardzo dobrze prezentuje się i poprawia widok salonu. Podoba mi się także prosty (wręcz ""ascetyczny""), mały pilot do telewizora, który jest łatwy w obsłudze. Decyzje o zakupie telewizora Samsunga podjąłem po tygodniu przeglądania ofert, czytania opinii i recenzji. Początkowo chciałem kupić OLEDa w podobnej cenie ale w związku z tym, że ta technologia (pomimo tego, że jest bardzo nowoczesna} to nie do końca sprawdza się w jasnych pokojach ze względu na stosunkową nisko jasność ekranu, zdecydowałem się na Neo QLED Samsunga i się udało :-}. POLECAM",5/5
0,Kawał solidnego telewizora. Spodobało mi się poglośnienie telewizora gdy wszedłem do pokoju z odkurzaczem. Poza tym świetny o raz po podłączeniu PC.,4/5
0,"Ogólnie dobry telewizor<br/>
Przed włączeniem telewizora pierwsze wrażenie - telewizor cienki i elegancki, bardzo dobrze się prezentuje. To zdanie z opisu zdecydowanie tu pasuje: ""Pełen wdzięku, ultra smukły design telewizora QN85A sprawia, że prezentuje się on wyśmienicie z każdej strony, a na ścianie wygląda niczym dzieło sztuki"". Do tego dochodzi pilot na którym na pierwszy rzut oka znajduje się mało przycisków, na poprzednim pilocie miałem ponad 40 przycisków, tutaj nie ma nawet 20, ale dwa razy lepiej się go obsługuje. Do tego pilota można naładować energią słoneczną! Funkcja, która pozwala włączyć telewizor telefonem, a także głos który dostosowuje się do otoczenia i wiele innych, które najlepiej samemu sprawdzić ! #AkcjaKorzyscWkazdymCalu","4,5/5"
0,"Zdecydowałem się na zakup telewizora Samsung Neo QLED 2021 QE55QN85A po przeczytaniu kilku opinii w internecie oraz po rozmowie ze sprzedawcami z dwóch różnych dużych sieci zajmujących się sprzedażą sprzętu RTV. Telewizor kupiłem w sklepie internetowym kajt24.pl ponieważ był 500 zł tańszy niż w sklepach stacjonarnych. Co do obsługi sprzedażowej sklepu nie mam żadnych zastrzeżeń. Telewizor został dostarczony w ciągu 3 dni roboczych. Co prawda nie był fabrycznie zapakowany (brak taśm ściągających pudło oraz taśma firmowa sklepu), ale być może obsługa sklepu sprawdza przed wysyłką czy matryca nie jest uszkodzona mechanicznie. <br/>
Wygląd: moim zdaniem telewizor może się podobać, jest bardzo cienki, w porównaniu do innych telewizorów z tylnym podświetlaniem jest ok. 4 razy cieńszy. Wygląda bardzo elegancko dzięki cieniutkiej metalowej ramce wokół ekranu. Oczywiście wygląd to kwestia gustu, ale w moim odczuciu może się podobać. Pilot nie wszystkim przypadnie do gustu, szczególnie tradycjonalistom przyzwyczajonym do klawiszy numerycznych. Tych po prostu na pilocie nie ma. Co prawda pilot oferuje obsługę głosową, ale w języku angielskim. Jeden ze sprzedawców twierdził, że obsługuje również asystenta google, ale ja go na razie nie odkryłem, korzystam z samsungowskiego bixby. Duży plus za ładowanie światłem i możliwość ładowania ładowarką smartfona.<br/>
Podłączenie: Instalacja zajęła mi dosłownie 10 minut łącznie z podłączeniem wszystkich kabli. Po włączeniu telewizora, na ekranie pojawiły się pytania i opcje do wyboru, wszystko przebiegło bez żadnych problemów. Telewizor również pobrał najnowszą aktualizacje po skonfigurowaniu wifi. Również skonfigurowanie obsługi przez telefon jest bardzo proste.<br/>
Obraz: Po włączeniu telewizora obraz robi bardzo dobre wrażenie. Kontrast bardzo dobry, kolory głębokie i naturalne, w 4K obraz doskonały, na PS4 również bez zarzutu, podobnie jeśli chodzi o płyty blu-ray. Z dekodera Vectry, w zależności od kanału, obraz jest raz lepszy, raz odrobinę gorszy, generalnie jest naprawdę dobrze. Problem z obrazem zauważyłem dopiero wieczorem, przy zgaszonym świetle i oglądaniu serialu na Netflixie przy ciemnych scenach, zauważyłem duże jaśniejsze plamy, szczególnie w jednym rogów ekranu plama była stosunkowo duża. Wyglądało to jakby matryca była nierówno podświetlana. Na drugi dzień zgłosiłem zauważony problem pomocy technicznej Samsunga. Wykonałem zdjęcia ekranu i przesłałem do pomocy technicznej. Niestety, pomimo tego, że rozmawiałem z 3 różnymi osobami, żadna z nich nie potrafiła skutecznie rozwiązać zauważonego problemu. Kazano mi wyłączyć urządzenie z gniazdka, odłączyć podłączone urządzenia, proszono o przesłanie dodatkowych zdjęć ekranu z testowym obrazem samsunga itp. W końcu zaproponowano mi zgłoszenie uszkodzenia, ale jednocześnie poinformowano mnie, że jeżeli technicy stwierdzą, że obraz jest OK., będę musiał pokryć wszystkie koszty związane z przesyłką i ekspertyzą. W związku z tym zdecydowałem się poszukać rozwiązania problemu na własną rękę. Trochę to trwało, ale znalazłem na YouTubie recenzję tego modelu Samsunga z USA, w którym zauważony przeze mnie problem został omówiony szczegółowo i co więcej, wyjaśniono co należy zmienić w ustawieniach fabrycznych, aby problem nierównomiernego podświetlania zniknął. Zmiana ustawień zajęła mi minutę i od tej chwili cieszę się praktycznie nieskazitelnym obrazem. Szkoda, że pracownicy pomocy technicznej Samsunga nie mają wiedzy w jaki sposób podobne problemy rozwiązać. Po co to tym piszę? Jeżeli ktoś kupi ten telewizor za prawie 5 tyś. zł, wyjmie z pudła, włączy na ustawieniach fabrycznych spodziewając się idealnego obrazu to może się rozczarować. Ten telewizor oferuje naprawdę dobry obraz, ale wymaga indywidualnych ustawień.<br/>
Dźwięk: Moim zdaniem telewizor oferuje dobry dźwięk. Mój poprzedni telewizor (SONY KDL-55W809C) aby brzmieć dobrze musiał być podłączony do kina domowego, w przypadku Samsunga, do oglądania telewizji głośniki telewizora w zupełności wystarczą. Jeśli chodzi o filmy, czy PS, tutaj oczywiście głośniki telewizora to za mało.<br/>
Podsumowanie: Moim zdaniem, Samsung Neo QLED 2021 QE55QN85A, to bardzo dobry telewizor, oferujący bardzo dobry obraz ALE wymaga indywidualnych ustawień. Czy jest wart prawie 5 tyś. zł? Nie mam porównania z telewizorami z niższej półki cenowej (2-3 tyś), ale mam wrażenie, że cena jest odrobinę za wysoka.<br/>
<br/>
Zdjęcia pokazują obraz na ustawieniach fabrycznych.","4,5/5"
0,"Bardzo polecam. Jest drogi, są tańsze w tej klasie ale warto. Belka dźwiękowa robi robotę. Android 11,    Android Tv. Parametry zresztą jak w każdym trzeba utawic samodzielnie żeby wycisnąć maksa. Dwa piloty, ten mniejszy wystarcza. Po podłączenia komputera mam super monitor. ",5/5
0,"Nie do końca jestem zadowolony ze sprzętu, ponieważ praktycznie prawie nie przenosi wysokich częstotliwości, a basy są dudniące. Tak jakby piszczałki były uszkodzone, ale nie są. Wszystko po ustawieniu wysokich tonów na full w equalizerze. Reszta w miarę w porządku. Trochę za niski poziom dźwięku przez BT, trzeba pogłaśniać. Za krótkie kable głośnikowe, podłączone do kolumn na stałe. Wykonanie i spasowanie ok. Ogólnie polecam sprzęt, lecz nie wymagającym. Za tę cenę mógłby, być lepszy.","2,5/5"
0,Super ,5/5
0,Świetna wieża. Rewelacyjny dźwięk,5/5
0,dobry wyglad konkurencyjna cena szybka dostawa,4/5
0,"Produkt spełnia moje oczekiwania,  fantastyczna jakość dźwięku, intuicyjna obsługa,  łatwość montażu. Polecam ",5/5
0,"4,0/5",4/5
0,"4,5/5","4,5/5"
0,"Jeden z poprzednich modeli MF używam już 15 lat - nie szukam nic lepszego w tej cenie, bo prawdopodobnie nie znajdę",5/5
0,"Niezwykle muzykalny. Piękny, głęboki bas i świetna stereofonia. Poprzednio miałem inny wzmacniacz, zmieniłem na Musicala. Ogromna różnica. Jestem mega zadowolony z zakupu.",5/5
0,"Od kilku dni jestem szczęśliwym posiadaczem. Jakość wykonania doskonała, dbałość o szczegóły i solidność nie spotykana w tej cenie. Brzmienie to muzykalność, nienachalna detaliczność, doskonała barwa i moc. Wypożyczałem ze sklepu kilka konstrukcji i te, które na pierwszy rzut ""ucha"" wydawały się najfajniejsze po dłuższym odsłuchu w domu okazywały się męczące. Musical zachęca natomiast do wielogodzinnego słuchania. Polecam",5/5
0,"Wybitny w swojej cenie wzmacniacz do muzyki klasycznej. Łączy przestrzenność, barwność wypełnienie dźwięku. Słychać, że ma bardzo dobry przedwzmacniacz i potencjometr, kanały grają niezwykle równo. Moc na pewno jest wystarczająca do podłączenia praktycznie każdej kolumny w podobnym budżecie. U mnie znakomicie zgrały się z KEF R700 i jest to połączenie wybitne. <br/>
<br/>
Z minusów, gniazdo USB to tylko dostawka do obiadu, nie oferuje szczególnej jakości dźwięku. Przydałyby się też podwójne wyjścia głośnikowe. ",5/5
0,"Wybitny wzmacniacz, jeśli chodzi o stereofonię i muzykalność. Dostarcza mnóstwo przyjemności z odsłuchu, świetnie kontroluje dźwięk i kolumny. Warto go posłuchać jeśli szukamy połączenia analityczności z bogactwem barw i łagodną detalicznością. Niewątpliwie nawiązuje do najlepszych produktów Musicala. U mnie już działa 3 miesiąc i mam wrażenie że z każdym dniem gra jeszcze lepiej. ",5/5
0,"Gra bardzo dobrze, pilot nie pasuje do sprzętu, no i słychać go jak nie gra.",4/5
0,"Zgadzam się z poprzednikami. Wzmacniacz świetny, choć początkowo byłem zawiedziony. Dopiero po kilku dniach zacząłem zauważać, że średnica jest w nim nieco wyciągnięta do przodu, w porównaniu z moim starym wzmacniaczem Yamahy, stąd początkowe rozczarowanie. Dodatkowo jakość tej średnicy, a właściwie całego pasma to dwa poziomy wyżej od starego wzmaka. Jedyne, co mnie naprawdę rozczarowało to pilot. Jako że korzystam tylko z jednego źródła, to mogę nim tylko podgłośnić i ściszyć. Nie ma opcji wyłączania, choć przycisków na nim multum. Poza tym wygląda jak pilot od Manty. ","4,5/5"
0,"Bardzo fajny wzmacniacz. Trzeba mu dać czas aż dźwięk się rozwinie. Gra czysto, przestrzennie, dynamicznie, nie podbarwia.",5/5
0,Super piękne kolumny wysokie tony szczegółowe piękna scena dużo niskiego basu,"4,5/5"
0,"Rewelacyjne kolumny w tej cenie ciężko o lepsze bardzo przyjemne cieple brzmienie , graja z mcr612 ",5/5
0,"Super kolumny wysokie tony krystaliczne szczegółowe bas niski bardzo mocny jak z kolumn podłogowych.<br/>
",5/5
0,"Bardzo fajnie grają kilka lat temu mialem u siebie model oberon 5 niestety w pomieszczeniu 15m bas się wzbudzał nawet przy małym poziomie głośności przed kupnem Oberon 3 mialem obawy czy nie będzie podobnie , nic z tych rzeczy . Oberon 3 to inna kolumna . Słucha się naprawdę przyjemnie . Słucham muzyki cicho i jest wszystko co trzeba , ładny basik (mocny i nie buczacy ) przyjemne średne i nie drażniąca góra ( czytelna nie męcząca ) Stoją u mnie na standach wys. 50 cm odległość od ściany tylniej około 15cm bocznej 40cm grają z Yamahą RN 803D muza , hard rock , stary heavy metal , blues ","4,5/5"
0,Na razie tylko testy ale wszystko wygląda bardzo dobrze,5/5
0,Jestem mega zadowolony z tej kamerki pozdrawiam serdecznie ,5/5
0,Dla mnie rewelacja. niesamowite możliwości. Dobra jakość. Ożywia moje filmy i wspomnienia,5/5
0,"Bardzo dobra jakość, warto zainwestować. Zastanawiałem się nad GoPro ale.........te zdjęcia i filmy 360",5/5
0,"Miałem one x zmieniłem na X2 daje więcej możliwości. Wodoszczelność bez obudowy duży plus , bateria większa .",5/5
0,Sprzedalem GoPro 7 black i kupilem Insta360 One X2 - nie zaluje. Juz nie moge sie doczekac nagran z motocykla. Kamera prosta w obsludze. Sprawia wrazenie solidnej.,5/5
0,"Za bardzo kamera bazuje na pracy z telefonem, co w podróży nie jest najszczęśliwsze. Na szczęście obsługa jest dość intuicyjna. Poza tym raczej ok. Pierwsze zabawy i testy pozytywne.",4/5
0,"Bardzo fajna kamerka, kolory ok, dźwięk ok. Aplikacja na telefon robi robotę. Wreszcie nie trzeba zastanawiać się nad poprawnym kadrowaniem, nie ucieka scena, która zadziała się obok nas a aplikacja i sztuczna inteligencja obrabia filmiki w mgnieniu oka stosując urozmaicone efekty.",5/5
0,"Kamera mała, zgrabna i doskonała do zabawy. Kamera lepiej współpracuje z IOS niż Androidem. Jest tam więcej możliwości ""obróbki"" materiały z nagrań. Można też to robić pod Windows ale najlepiej korzystając z obu opcji. Po obrobieniu filmu 360 i zapisaniu jako normalny ""płaski"" film można go eksportować z programu Insta jako FHD lub 4K. Zdjęcia 360 można eksportować w 2x większej rozdzielczości niż robione przez kamerkę (do ich oglądania oprócz programu Insta polecam program Theta). Do kompletu koniecznie polecam kijek Insta 120cm.",5/5
0,Sprzęt jest rewelacyjny. I doskonała zabawa. Bardzo dużo możliwości.,5/5
0,Oryginalny głośniczek apple wielkości jabłka lub zaciśniętej pięci robi robotę. Nie przypuszczałem ze taki mały może tak dużo i tak głośno. W internetach czytałem że ludzie często kupują je w parach i odpadają stereo wtedy to dopiero jest odjazd. Trzeba uważać aby nie kupić podróbki z chin która oczywiście nie brzmi tak jak oryginał i nie ma funkcjonalności inteligentnego głośnika. Ja kupiłem go przede wszystkim jako bramka dla systemu apple HomeKit. ,5/5
0,"Nabyłam drugi HomePod mini. Powtórzę, co napisałam poprzednio. Łatwe w instalacji i obsłudze bardzo małe urządzenie. Mimo niewielkich rozmiarów, dźwięk jest niezły. Nie ""rozmawia"" po polsku, więc nie jest sprzedawane w Polsce. Nie ma też instrukcji w języku polskim. Instrukcja angielska jest dostępna w internecie. Dwa HomePod-y tworzą zestaw stereo, ale dźwięk stereo jest tylko przy odtwarzaniu z aplikacji Apple. Np. Muzyka (dawniej iTunes) gra stereo, a YouTube -- nie.",5/5
0,"podobnie jak inne produkty tej marki, wszystko jest takie jak powinno. Posiadam ten głośnik również w wersji zwykłej, nie mini - zdecydowanie jest to inna klasa urządzenia, kto posiada ten będzie wiedział o czym mówię. Mini tutaj mówi wszystko, jest to dosłownie wersja mini. Nie może się równać do swojego starszego brata, zarówno pod względem rozmiarów jak jakości dźwięki, a o poziomie basu nawet nie będę zaczynał :) kto używa standardowego HomePoda ten wie o czym mówię;) tutaj tego efektu brak, nie jest oczywiście żle, jest ok - taki mini bas jest ;) ",5/5
0,Rewelacja,5/5
0,"Imponujące możliwości, bardzo komfortowa obsługa, pełna współpraca z HomeKit. Świetnie odtwarza Dolby Atmos, bas jak na tak mały głośnik też jest w porządku, jakość i czystość dźwięku bez zarzutów. Należy pamiętać, że to jest malutki głośniczek i w związku z tym nie można oczekiwać efektów przestrzennych czy basu jak w dedykowanym zestawie kina domowego za kilkanaście tysięcy zł. Niemniej do codziennego słuchania muzyczki w tle lub nawet do oglądania filmów (w porównaniu do głośników telewizyjnych) nadaje się bardo dobrze. Polecenia głosowe Siri - działają bez problemu, jedynie gdy w pokoju gra coś jeszcze (np. telewizor) to trzeba wywołać Siri trochę głośniej. Mała uwaga - po podłączeniu HomePod aktualizuje się. Ta pierwsza aktualizacja trwa długo, u mnie ponad godzinę.",5/5
0,"Dobry głośnik za swoje pieniądze. Ładny wygląd, dobry dźwięk, złącze USB-C - działa nawet z powerbankiem",4/5
0,"Malutki głośniczek. Nie wiem jaki dźwięk oferują inne tego typu urządzenia ale tutaj jakość oceniam na 5 w skali od 1 do 10. Trochę dudniąco-męczący. Ja używam w kuchni do odsłuchiwania podcastów i słuchania Radia Nowy Świat przez AirPlay i jest OK. Do słuchania muzyki czy podłączenia dwóch głośników do Apple TV żeby oglądać filmy dźwięk jest za słaby. Cena za jakość wykonania/dźwięk OK. Parowanie z iPhonem i iPadem bardzo łatwe. Super przekierowywanie rozmów telefonicznych na HomePod. Bardzo fajna funkcja polegająca na zbliżeniu np. IPhone’a do głośnika i wtedy następuje automatyczne przekazywanie połączenia czy odtwarzanej zawartości na HomePod. Siri działa OK. Estetyczny, minimalistyczny wygląd. Jakość wykonania na 10. Szkoda że ładowarka jest biała a nie czarna ale nie jest to wielki minus. Polecam z zastrzeżeniem że dźwięk jest średniej jakości ale podkreślam że nie wiem jak grają inne tego typu urządzenia. Może się okazać że w porównaniu do innych jakość dźwięku jest OK.",4/5
0,"Siri w HomePodzie sprawdza się lepiej niż żona. Zna wszystkie wyniki Ligi Mistrzów, mamy te same gusta muzyczne, a dla rozładowania napięcia sama od siebie powie czasem kawał. ",5/5
0,Genialny. Szybko dokupiłem dwa kolejne. Grają dużo lepiej niż zakładałem. Jestem zaskoczony. Warto łączyć w pare stereo. Stojaki drewniane dokupiłem osobno na amazon.,5/5
0,Homepod mini jest super jeśli jesteś w ekosystemie Apple chcesz rozwijać sieć homekit. Jako głośnik też jest bardzo ciekawą pozycją. Posiadam obecnie dwa i w przyszłości na pewno jeszcze kupię co najmniej jeden. Niestety brak polskiego Siri daje się negatywnie odczuć.,5/5
0,"TV który kupowałem był poniżej ceny rynkowej, więc obawy były. Ale wszystko okazało się ok. TV fabrycznie nowy, zapakowany oryginalnie. Kontakt ze sklepem również szybki i bezproblemowy. Polecam :) ",5/5
0,"Jakość obrazu bardzo dobra , szczególnie zwróciłem uwagę na głęboką czerń a nie jakieś odcienie szarości jak to było we poprzednich telewizorach led. Tylko ta cena jak na 42 calowy odbiornik trochę wysoka.","4,5/5"
0,Genialny telewizor. Odejmuję pół gwiazdki ponieważ do ukazania pełni możliwości system wymaga kalibracji oraz kabel zasilania jest na stałe przymocowany do obudowy co utrudnia montaż na ścianie (jeśli prowadzimy kabel przez wewnętrzną rynnę.,"4,5/5"
0,"Świetnie wykonany, może tylko ramka ekranu mogłaby być bardziej masywna, nie taka filigranowa. Matryca ekranu znakomita, ale dopiero po pracy własnej nad ustawieniami obrazu, bo te fabryczne pozostawiają wiele do życzenia.<br/>
Doskonały pilot, wymaga jednak przyzwyczajenia do joysticka i punktowego wskaźnika ekranu w zakresie menu.",5/5
0,Wszystko ok 🙂,5/5
0,Super TV Polecam!!!!!!,5/5
0, jest super jednak po tygodniu trudno ocenić niezawodność w dłuższy czasie,5/5
0,Super telewizor. Bardzo dużo udogodnień w obsłudze. Obraz brzytwa. Gorąco polecam ,5/5
0,"Wszystko super. Jakość obrazu, dźwięku naprawdę dobra. Szybkość działania rewelacja, poprzedni TV na androidzie....",5/5
0,"Rewelacyjny telewizor: nieskończony kontrast, piękne kolory i czerń głęboka jak to w oledach bywa. Umiejscowiony w sypialni z roletami w oknie więc seans filmowy jest klimatyczny. Polecam.",5/5
0,"Pachnie tanią elektroniką, tak dawniej pachniały podróbki. Dźwięk jak z pudełka. Odtwarza basy jakby były one najrzadszym dobrem na Ziemi. Kasprzak z lat 90 brzmi o niebo lepiej. Przypominam że kasprzaki  były bardzo przestarzałe w porównaniu do produktów z Japonii. Mój Sony CFS 204 z lat 90 miał dużo lepszy dźwięk, niestety po 25 latach zepsuł się. Lepiej poszukać Panasonica rx-d55","2,5/5"
0,"5,0/5",5/5
0,"4,0/5",4/5
0,"5,0/5",5/5
0,"Odtwarzacz CD działa świetnie, a radio nie ma żadnego problemu ze strojeniem. W każdej części domu działa bardzo dobrze, a poprzednie miewało z tym problem. Dodatkowo ma wejście na kasety, więc czasami słucham kolekcji moich rodziców. ;). Świetny produkt, polecam. <br/>
*****<br/>
",5/5
0,Kk,5/5
0,"Ładnie , estetycznie wykonane .",4/5
0,Super sprzęt tylko nie wszystkie stacje można zaprogramować,5/5
0,w porządku,"4,5/5"
0,"Wizualnie bardzo dobrze, jednak jakość dźwięku nie jest powalajaca, trochę szumi. Dobry stosunek jakości do ceny",4/5
0,"Dobra jakość.Prosty w użytkowaniu.<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
<br/>
",5/5
0,"Podstawowe pytanie : Kto kupuje nawigacje do osobówki  w osobnym urządzeniu w 2021r ?<br/>
Przecież wszyscy mają smartfony z google maps i innymi dowolnymi mapami do wgrania.<br/>
Długo się zastanawiałem nad tym i co ? i kupiłem  . Postawiłem na TomTom’a ponieważ już kiedyś go miałem (model 1005 Live z wbudowana kartą SIM). Podobała mi się jakość wykonania, tworzywo z którego został zrobiony oraz głos z głośnika – to nie to samo co głos z telefonu .<br/>
Postawiłem tym razem na model Discover z 2021r.  NOWOŚĆ ! Zakupu dokonałem na oficjalnej stronie TOMTOM ponieważ w polskich sklepach nie było konkretnie tego modelu , a urlop był coraz bliżej. Założeń było kilka: ekran większy niż poprzednio 6” , lepsza rozdzielczość oraz informacje o korkach. To wszystko otrzymałem kupując model Discover 2021. Dodam ,że są również modele 5” oraz 7” ale te pewnie najlepiej spisują się w większych samochodach. W ostatnich latach jeździłem po kraju głównie na google maps. Dojechałem wszędzie gdzie chciałem jednak uwierzcie mi to nie to samo co osobne urządzenie tylko do nawigacji. Po sparowaniu TomTom’a z telefonem i udostępnieniu mu Internetu otrzymujemy informację o korkach , ceny paliw na stacjach benzynowych oraz informację o miejscach parkingowych .<br/>
Informacje o korkach porównywałem z google maps obawiając się ,że korki będą tam dokładniejsze z uwagi na większą liczbę użytkowników. Pokrycie korków identyczne jak w google. Nie zapominajmy ,że firma TomTom bierze informacje o korkach z kilku źródeł , również od kierowców korzystających aktualnie z TomToma, a ten jest mega popularny wśród kierowców ciężarówek w Polsce i Europie (mam na myśli model TomTom GO Professional 6250 z wbudowaną kartą SIM ). Kolejna świetna sprawa to cały czas widoczne na ekranie aktualne ograniczenie prędkości , informacje o fotoradarach oraz odcinkowych pomiarach prędkości – nie da się tego nie zauważyć .<br/>
Ekran – świetny , wysoka rozdzielczość , mocne podświetlenie wizualizacje zjazdów na rozbudowanych skrzyżowaniach – meeeega sprawa !<br/>
Samo urządzenie bardzo szybko łapie sygnał GPS i jest bardzo stabilne.<br/>
Testowałem w Polsce i w drodze do Chorwacji . Zarówno w Polsce jak i Europie widać ,że TomTom postawił na bardzo dokładne mapy. Widać wszystkie nawet małe uliczki w miastach wsiach , lasach i na rozbudowanych parkingach. W miastach mamy budynki w 3D.<br/>
Urządzenie posiada swoją wbudowaną baterię która starcza na około 2h. Co ważne możemy wgrać mapy całego świata w podziale na regiony . Urządzenie ma 2GB RAM-u i 32GB pamięci wbudowanej, jest bardzo szybkie i wszystko działa płynnie . Nie ma lagów , haczenia się itp. Nawigacja pobiera bardzo mało transferu danych z telefonu. Mapy mamy zawsze aktualne – można je aktualizować za darmo dożywotnio raz na tydzień . Jedyne za co przyjdzie nam płacić to subskrypcja traffic i fotoradary (płatna raz na rok), która jest nieobowiązkowa jednak nie wyobrażam sobie jej nie mieć . Podsumowując bardzo dobre szybkie urządzenia tylko do nawigacji . Polecam dla wszystkich niezdecydowanych . <br/>
",5/5
0,słaby zasięg ,3/5
0,Bardzo słaba antena nie polecam,3/5
0,"Bardzo dobry obraz, niezły dźwięk, łatwa obsługa (Google TV na prawdę się sprawdza).",5/5
0,"Jakość obrazu i dźwięku zachwyca, internet w TV bardzo użyteczny, obsługa intuicyjnie prosta. Polecam",5/5
0,"Przyciemnione narożniki, internet po kablu do 100Mb co jest porażką,",4/5
0,"Bardzo dobry, mały minus za drobiazgi typy lekkie zaciemnienie narożników, pilot bez podświetlenia.","4,5/5"
0,"Telewizor świetniej jakości, to mój trzeci. Jakość oglądania jest rewelacyjna. Streaming to czysta przyjemność.",5/5
0,"Bardzo dobry obraz, płynne działanie, duży plus za podwójny tuner - można włączyć nagrywanie i oglądać inny program lub YouTube lub w ogóle inną aplikacje. Nagrywanie tylko na hdd ale bez problemu obsługuje 1Tb. Szkoda że nie ma możliwości pauzowania bieżącego programu tv nawet podczas nagrywania. Google TV pracuje płynnie ale aplikacji jest dużo mniej niż w tradycyjnym Androidzie. Super czujnik jasności obrazu - sam przyciemnia i rozjaśnia. Pilot duży ale poręczny, wygodny, dobrze się obsługuje i ma super zasięg - jedynie plastik bardzo toporny zwłaszcza na plecach. Trochę nie radzi sobie z otwieraniem dysku z różnymi treściami - muszą być tylko filmy i zdjęcia - wtedy otworzy. Dźwięk dobry i przestrzenny ale płaski. Ogólnie bardzo dobrze a do drobnostek trzeba się przyzwyczaić",5/5
0,"Świetny telewizor nie jestem żadnym napalonym kino maniakiem a to już mój trzeci  SONY i nie zamienił bym tej marki na żadną inną.<br/>
Zarówno obraz z TV naziemnej jak i z dekodera NC+ igła.",5/5
0,Za tą cenę bez żadnych zarzutów.,5/5
0,"Bardzo dobra jakość obrazu, szybkie działanie poszczególnych funkcji. Super rozwiązanie z dwoma opcjami usadowienia podstawy telewizora",5/5
0,"Wszystko co jest opisane i omówione w testach tego TV jest faktem czyli. Bardzo dobra jakość obrazu. Bardzo dobre kolory i kontrast. Dźwięk przestrzenny ale jakość/moc średnia, bez niskich tonów. Dobra czerń i local dimming. Kąty widzenia jak w testach do 30° nic złego się nie dzieje przy 40-45° widać różnicę: kolor blaknie, czerń przestaje być czarna a biały szarzeje. Pilot fajny w obsłudze paruje się bez problemu z tunerem Polsatu a sam tv z soundbarem Samusng. Google TV bez zarzutu.<br/>
Nie odkryłem przez 3 tyg. żadnych wad, których nie byłem świadom przed zakupem.",5/5
0,Ok,4/5
0,"Telewizor ładny ale to wszystko co mogę o nim powiedzieć, zaraz po pierwszym uruchomieniu i skonfigurowaniu ujawniła się usterka .Telewizor prześwietlił matrycę pokazały się  okropne jasne chmury obraz mocno zamglony i  bez powodu się wyłączył a następnie po kilku sekundach włączył i tak cały czas , włącza się i wyłącza sam automatycznie nie reaguje na polecenia pilota ani przycisk wyłączający przy telewizorze.<br/>
Zgłosiłem sprawę do serwisu i czekam na naprawę.","0,5/5"
0,"Bardzo słabe oprogramowanie jak na TV za taką cenę. Nie można ustawić jednej listy ulubionych z programami sat. i naziemnymi. EPG tylko z góry na dół ,tak samo ustawianie ulubionych , nie można ustawić w pętli. Byle jaki chiński tuner za 400zł  to potrafi a najnowszy Samsung nie. Po ustawieniu listy ulubionych trzeba jeszcze ręcznie zmienić numer każdemu kanałowi .Żeby oglądać satelitę trzeba wyjść z naziemnej i przełączyć na sat i odwrotnie co jest bardzo denerwujące. Google chromecast za 200zł lepiej działa niż ten w samsungu. Pilot i menu trudne do opanowania i wkurzające. Jeśli chcesz oglądać sat i naziemną lepiej kupić tańszy TV + tuner z enigmą + chromecast niż tracić tyle kasy i nerwy.","1,5/5"
